/EstablishmentCollection/EstablishmentDetail/BusinessName,/EstablishmentCollection/EstablishmentDetail/BusinessType,/EstablishmentCollection/EstablishmentDetail/BusinessTypeID,/EstablishmentCollection/EstablishmentDetail/FHRSID,/EstablishmentCollection/EstablishmentDetail/FHRSID/#agg,/EstablishmentCollection/EstablishmentDetail/Geocode/Latitude,/EstablishmentCollection/EstablishmentDetail/Geocode/Longitude,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityBusinessID,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityCode,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityEmailAddress,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityName,/EstablishmentCollection/EstablishmentDetail/NewRatingPending,/EstablishmentCollection/EstablishmentDetail/PostCode,/EstablishmentCollection/EstablishmentDetail/RatingKey,/EstablishmentCollection/EstablishmentDetail/RatingValue,/EstablishmentCollection/EstablishmentDetail/SchemeType,/EstablishmentCollection/EstablishmentDetail/Scores/ConfidenceInManagement,/EstablishmentCollection/EstablishmentDetail/Scores/Hygiene,/EstablishmentCollection/EstablishmentDetail/Scores/Structural,/Header/ExtractDate
Addis Life Coffee & Fresh Juice,Restaurant/Cafe/Canteen,1,1821068,1821068,53.45494102,-2.2449675,AC-072024-016003,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4RE,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Addleshaw Goddard,Restaurant/Cafe/Canteen,1,1819739,1819739,53.4774414,-2.2431694,AC-072024-014363,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 3DE,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Adella's Kitchen,Restaurant/Cafe/Canteen,1,1821697,1821697,53.5076989,-2.2033896,AC072024-17100,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 4LJ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Adem Tailor,Retailers - other,4613,1831118,1831118,53.4528956,-2.2335012,AC042025-21580,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7NB,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Adis Cafe T/as Adis Smashed Burgers & Italian Pizza,Restaurant/Cafe/Canteen,1,1816467,1816467,53.493598,-2.2497305,AC-072024-005043,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8EL,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Admas Cafe,Restaurant/Cafe/Canteen,1,1819526,1819526,53.456334,-2.231368,AC-072024-014114,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4BZ,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Admiral Casino,Restaurant/Cafe/Canteen,1,1821145,1821145,53.442759,-2.278883,AC-072024-016095,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9AS,fhrs_exempt_en-GB,Exempt,FHRS,,,,27/01/2026
Admiral Casino,Pub/bar/nightclub,7843,1820757,1820757,53.4814021,-2.2357362,AC-072024-015628,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1LQ,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Admiral Casino,Pub/bar/nightclub,7843,1821144,1821144,53.3793472,-2.261345,AC-072024-016094,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 5RN,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Admiral Casino,Pub/bar/nightclub,7843,1821113,1821113,53.51264572,-2.211903095,AC-072024-016058,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 4DH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Adorn Continent Ltd,Retailers - other,4613,1818262,1818262,,,AC-072024-007205,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Adream Patties,Other catering premises,7841,1821666,1821666,53.4532096,-2.2428395,AC072024-16871,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4RT,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Advanced Global Productions also T/as WeeklyDeals4Less,Retailers - other,4613,1816839,1816839,53.49461365,-2.235629082,AC-072024-005487,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8RA,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Aether Private Terminal,Restaurant/Cafe/Canteen,1,1821759,1821759,53.354014,-2.2832223,AC082024-17558,415,envhealth@manchester.gov.uk,Manchester,FALSE,WA15 8XQ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Aetherherbals LTD,Mobile caterer,7846,1894595,1894595,53.4745828,-2.1800281,AC102025-24691,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2PB,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
AF Delicacies,Other catering premises,7841,1818225,1818225,,,AC-072024-007145,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Afflecks & Brown,Pub/bar/nightclub,7843,1817412,1817412,53.483184,-2.235417,AC-072024-006160,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1NB,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Afghan Cuisine,Takeaway/sandwich shop,7844,1821283,1821283,53.454513,-2.225154,AC-072024-016259,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AL,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Afghan kebab house,Other catering premises,7841,1839393,1839393,,,AC062025-22430,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
African Aroma,Distributors/Transporters,7,1818236,1818236,,,AC-072024-007163,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
African Food Market,Distributors/Transporters,7,1818245,1818245,53.4715533,-2.1771851,AC-072024-007180,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2WW,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
African Food Store Worldwide Limited,Retailers - other,4613,1819113,1819113,53.462261,-2.171003,AC-072024-013639,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8BE,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
African Fried Flour,Other catering premises,7841,1894425,1894425,,,AC092025-23997,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
African Joy,Other catering premises,7841,1818035,1818035,,,AC-072024-006905,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
African voice in Moston,Distributors/Transporters,7,1820929,1820929,53.50630818,-2.21469845,AC-072024-015843,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 5QP,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Africanimi,Retailers - other,4613,1839403,1839403,53.471918,-2.178312,AC062025-22474,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2WJ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Afrikana Kitchen,Restaurant/Cafe/Canteen,1,1821513,1821513,53.455824,-2.2250687,AC-072024-016531,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5SU,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Afriq Deliq,Other catering premises,7841,1817291,1817291,,,AC-072024-006028,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Afro Delight Ventures,Retailers - supermarkets/hypermarkets,7840,1831052,1831052,53.502651,-2.185291,AC032025-21309,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 2EH,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Afroganic,Other catering premises,7841,1818308,1818308,53.488746,-2.222064,AC-072024-007446,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7NS,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
After Party Drink,Retailers - other,4613,1820574,1820574,,,AC-072024-015420,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4RW,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Age Concern,Restaurant/Cafe/Canteen,1,1819944,1819944,53.3834829,-2.2492962,AC-072024-014632,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 5DG,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Age UK,Restaurant/Cafe/Canteen,1,1817322,1817322,53.472491,-2.163858,AC-072024-006063,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 1WG,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
AHA FLAVOURS LTD,Other catering premises,7841,1894480,1894480,,,AC092025-24251,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ahmads Grocers,Retailers - other,4613,1820816,1820816,53.44771957,-2.264324903,AC-072024-015694,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8JD,fhrs_3_en-GB,3,FHRS,10,10,5,27/01/2026
Ahmed Bros,Retailers - other,4613,1820919,1820919,53.4603557,-2.1988799,AC-072024-015832,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4AS,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Ahmed Butchers,Retailers - other,4613,1817069,1817069,53.4976553,-2.1834289,AC-072024-005765,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 2TP,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
AJ foods,Takeaway/sandwich shop,7844,1870708,1870708,,,AC072025-23228,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AQ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
AKA Sushi,Restaurant/Cafe/Canteen,1,1906807,1906807,53.4793546,-2.239326,AC082025-23465,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4DZ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Akbar Balti Restaurant,Restaurant/Cafe/Canteen,1,1820383,1820383,53.4763656,-2.2549944,AC-072024-015191,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4AQ,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
AKORFA'S,Retailers - other,4613,1821919,1821919,,,AC102024-18546,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Akosua's kitchen,Other catering premises,7841,1817167,1817167,,,AC-072024-005880,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Akwaaba African Restaurant,Restaurant/Cafe/Canteen,1,1816969,1816969,53.514414,-2.192959,AC-072024-005642,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9PT,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Al Arabi Market,Retailers - supermarkets/hypermarkets,7840,1894590,1894590,53.4935292,-2.2393303,AC102025-24686,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8PZ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Al Araby Market,Retailers - other,4613,1818196,1818196,53.4939582,-2.2405686,AC-072024-007103,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8NF,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Al Baraka Shawarma,Takeaway/sandwich shop,7844,1818615,1818615,53.456087,-2.199169,AC-072024-012969,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0RG,fhrs_1_en-GB,1,FHRS,20,15,10,27/01/2026
Al Hamra Sweet Centre,Takeaway/sandwich shop,7844,1818864,1818864,53.507908,-2.241601,AC-072024-013303,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LR,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Al Hindawiya,Takeaway/sandwich shop,7844,1818356,1818356,53.491214,-2.2437636,AC-072024-007521,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1EY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Al Jazeera,Takeaway/sandwich shop,7844,1819361,1819361,53.455806,-2.225718,AC-072024-013917,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TQ,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Al Jazeera Mini Market,Retailers - other,4613,1820690,1820690,53.4533904,-2.2236519,AC-072024-015548,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AJ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Al Madina,Takeaway/sandwich shop,7844,1819051,1819051,53.454513,-2.225154,AC-072024-013563,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AL,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Al Maidah Restaurant & Banquet Hall,Restaurant/Cafe/Canteen,1,1816735,1816735,53.494136,-2.2502615,AC-072024-005369,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8EU,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Al Makkah Fresh Halal Meat,Retailers - other,4613,1820522,1820522,53.4546654,-2.1983514,AC-072024-015356,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0QE,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Al Massar,Restaurant/Cafe/Canteen,1,1816257,1816257,53.4737884,-2.1908993,AC012025-20199,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2DW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Al Mecca Meat Shop Ltd,Retailers - other,4613,1821527,1821527,53.4472722,-2.1911012,AC-072024-016547,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3DL,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Al Mubarak Meats Ltd,Retailers - other,4613,1849408,1849408,53.45945041,-2.18614201,AC062025-22827,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7DH,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Al Qaza Shisha,Takeaway/sandwich shop,7844,1820938,1820938,53.454801,-2.224643,AC-072024-015854,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AN,fhrs_4_en-GB,4,FHRS,10,10,0,27/01/2026
Al Quds Kobeda,Restaurant/Cafe/Canteen,1,1894671,1894671,53.452253,-2.22225,AC112025-25113,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5LW,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Al Safa,Takeaway/sandwich shop,7844,1816738,1816738,53.4555893,-2.2255644,AC-072024-005372,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TQ,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Al Shamyat,Retailers - other,4613,1816526,1816526,53.455781,-2.224679,AC-072024-005118,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5ED,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Al Sharq Mini Market,Retailers - other,4613,1817023,1817023,53.4528141,-2.2291488,AC-072024-005704,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7PA,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Al Taiba Bukhari,Restaurant/Cafe/Canteen,1,1817386,1817386,53.456507,-2.225526,AC-072024-006129,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TB,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Al Taj Al Malaki General Trading UK Ltd,Retailers - other,4613,1818055,1818055,,,AC-072024-006930,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Al Yemen Al Saeed,Restaurant/Cafe/Canteen,1,1818207,1818207,53.454512,-2.225153,AC-072024-007118,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AL,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Al Zain Showarma Ltd,Takeaway/sandwich shop,7844,1820159,1820159,53.456507,-2.225526,AC-072024-014911,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TB,fhrs_1_en-GB,1,FHRS,20,15,5,27/01/2026
Ala libanaise,Restaurant/Cafe/Canteen,1,1906849,1906849,,,AC112025-25145,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4TQ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Alabama's Fried Chicken,Restaurant/Cafe/Canteen,1,1816335,1816335,53.442703,-2.271927,AC022025-20541,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 0SD,fhrs_3_en-GB,3,FHRS,5,10,10,27/01/2026
Al-Ahqas Fruit & Veg Ltd,Retailers - other,4613,1821090,1821090,53.4715533,-2.1771851,AC-072024-016031,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2WW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Alan Gilbert Learning Commons Cafe,Restaurant/Cafe/Canteen,1,1817312,1817312,53.464386,-2.232225,AC-072024-006053,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9PR,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Aland Grocers,Retailers - other,4613,1821332,1821332,53.43609,-2.227464,AC-072024-016324,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 3FU,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Al-Aqsa Supermarket,Retailers - other,4613,1819554,1819554,53.456065,-2.231185,AC-072024-014150,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4BY,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Al-Aqsa Takeaway,Takeaway/sandwich shop,7844,1820901,1820901,53.4557208,-2.1986109,AC-072024-015810,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0RX,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Albeek Restaurant,Restaurant/Cafe/Canteen,1,1818499,1818499,53.4928158,-2.2497564,AC-072024-007715,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8FW,fhrs_1_en-GB,1,FHRS,20,10,10,27/01/2026
Albert's Didsbury,Restaurant/Cafe/Canteen,1,1821321,1821321,53.422311,-2.245674,AC-072024-016309,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2PU,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Albert's Schloss,Pub/bar/nightclub,7843,1818631,1818631,53.478401,-2.248891,AC-072024-012989,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 5QR,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Alberts Shed Dukes Grill also T/as Dukes 92,Restaurant/Cafe/Canteen,1,1818716,1818716,53.47444534,-2.254774094,AC-072024-013103,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4LZ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Alborz Restaurant,Restaurant/Cafe/Canteen,1,1818471,1818471,53.447775,-2.191933,AC-072024-007678,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3AW,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Alcohol Delivery Manchester,Distributors/Transporters,7,1819491,1819491,,,AC-072024-014074,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9YG,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Alcohol Land House 24/7 and Alcohol Babes 24/7,Retailers - other,4613,1849462,1849462,53.474373,-2.2118633,AC072025-23057,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6LP,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Alcotraz Manchester,Pub/bar/nightclub,7843,1818243,1818243,53.4772786,-2.2481289,AC-072024-007175,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EE,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Aldi,Retailers - supermarkets/hypermarkets,7840,1818689,1818689,53.418869,-2.232203,AC-072024-013067,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2DN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Aldi,Retailers - supermarkets/hypermarkets,7840,1821309,1821309,53.462387,-2.176666,AC-072024-016296,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8HE,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Aldi,Retailers - supermarkets/hypermarkets,7840,1820773,1820773,,,AC-072024-015646,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1WR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Aldi,Retailers - supermarkets/hypermarkets,7840,1816731,1816731,,,AC-072024-005365,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 9SR,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Aldi,Retailers - other,4613,1817956,1817956,53.4813505,-2.1711684,AC-072024-006812,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 4PD,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Aldi,Retailers - other,4613,1816795,1816795,,,AC-072024-005438,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7LA,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Aldi,Retailers - supermarkets/hypermarkets,7840,1821312,1821312,53.481134,-2.226108,AC-072024-016299,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 6DE,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Aleef Newsagent,Retailers - other,4613,1818940,1818940,53.482836,-2.238731,AC-072024-013422,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1QB,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Alen Market,Retailers - other,4613,1817666,1817666,53.4504047,-2.1932959,AC-072024-006464,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4GD,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Alex Foundation,Other catering premises,7841,1821443,1821443,,,AC-072024-016451,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8LJ,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Alex22 Ltd,Retailers - other,4613,1894461,1894461,53.4999494,-2.2448732,AC092025-24169,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8AE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Alexandra Lodge Care Centre,Hospitals/Childcare/Caring Premises,5,1821279,1821279,53.44315,-2.252735,AC-072024-016255,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8NP,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Alexandra Park Childrens Learning Community,Hospitals/Childcare/Caring Premises,5,1822041,1822041,53.448591,-2.251081,AC112024-19214,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8PJ,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Alex's Bakery,Other catering premises,7841,1821560,1821560,,,AC-072024-016588,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EN,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Alex's Bakery - Cakes & Cupcakes,Retailers - other,4613,1817985,1817985,53.4775661,-2.2497444,AC-072024-006843,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EN,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Al-Faisal,Restaurant/Cafe/Canteen,1,1820908,1820908,53.50617,-2.23868,AC-072024-015820,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 0PF,fhrs_0_en-GB,0,FHRS,30,10,15,27/01/2026
Al-Ghurabi Cafe,Restaurant/Cafe/Canteen,1,1817722,1817722,53.453192,-2.238503,AC-072024-006536,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4TS,fhrs_0_en-GB,0,FHRS,30,10,10,27/01/2026
Ali food stall,Mobile caterer,7846,1894372,1894372,,,AC082025-23795,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ali Superstore,Retailers - other,4613,1818844,1818844,53.433818,-2.265699,AC-072024-013268,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 7SH,fhrs_1_en-GB,1,FHRS,20,5,10,27/01/2026
Alif Grill,Restaurant/Cafe/Canteen,1,1821927,1821927,53.4933923,-2.2403996,AC102024-18569,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8PY,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Alkaline Way,Other catering premises,7841,1820337,1820337,,,AC-072024-015125,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Alkhartoum,Restaurant/Cafe/Canteen,1,1870810,1870810,53.447207,-2.237551,AC082025-23680,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7BZ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
All Bar One,Pub/bar/nightclub,7843,1820320,1820320,53.481039,-2.242653,AC-072024-015101,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4NG,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
All Fried Up,Other catering premises,7841,1821537,1821537,,,AC-072024-016560,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
All Purpose Halal Meat & Grocers,Retailers - other,4613,1816751,1816751,53.5137343,-2.1955016,AC-072024-005386,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9JS,fhrs_2_en-GB,2,FHRS,10,0,15,27/01/2026
All Saints CE Primary School,School/college/university,7845,1817947,1817947,53.499096,-2.17688,AC-072024-006802,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 1LS,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
All Saints Primary School also T/as Taylorshaw,School/college/university,7845,1817909,1817909,53.466268,-2.189983,AC-072024-006761,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 5PW,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Allendale Rest Home,Hospitals/Childcare/Caring Premises,5,1819098,1819098,53.522726,-2.210086,AC-072024-013622,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 7EN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Allens Fried Chicken,Takeaway/sandwich shop,7844,1816752,1816752,,,AC-072024-005387,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 6NW,fhrs_2_en-GB,2,FHRS,10,15,15,27/01/2026
Alliance Inn,Pub/bar/nightclub,7843,1819096,1819096,53.51686,-2.213661,AC-072024-013620,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 8AJ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Alliance Manchester Business School,Restaurant/Cafe/Canteen,1,1819656,1819656,53.47631454,-2.232140064,AC-072024-014275,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9PL,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Allied Pharmacy Northern Moor,Retailers - other,4613,1818290,1818290,53.4110609,-2.2764643,AC-072024-007349,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0BX,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Allied Pharmacy Oak House,Retailers - other,4613,1818289,1818289,,,AC-072024-007348,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 3BE,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
